city,county
Harwood,Bolton
Barford Saint Michael,Oxfordshire
East Cowes,Isle of Wight
Ufford,Peterborough
Mallwyd,Powys
Portessie,Moray
Ballymartin,"Newry, Mourne and Down"
Strath,Highland
Pleshey,Essex
Lindale,Cumbria
Hammersmith,Hammersmith and Fulham
Codford,Wiltshire
Spixworth,Norfolk
Maresfield,East Sussex
Castleton,North Yorkshire
Great Barton,Suffolk
Loughton,Essex
Arnside,Cumbria
Stenton,East Lothian
Shinness,Highland
Hollington,East Sussex
Beoley,Worcestershire
Old Penshaw,Sunderland
Rhu,Argyll and Bute
Bothamsall,Nottinghamshire
North Willingham,Lincolnshire
Highbray,Devon
Llanrhidian,Swansea
South Tidworth,Wiltshire
Clynekirkton,Highland
Burley in Wharfedale,Bradford
Hambledon,Hampshire
Bents,West Lothian
Basildon,Essex
Blackwood,Caerphilly
Hillend Reservoir,North Lanarkshire
Snave,Kent
Carleen,Cornwall
Kilcoo,"Newry, Mourne and Down"
Melton Constable,Norfolk
Rothes,Moray
Craggie,Highland
Chetwynd,Telford and Wrekin
Craigavon,"Armagh, Banbridge and Craigavon"
Brancepeth,Durham
Gattonside,"Scottish Borders, The"
Bramford,Suffolk
Clifton,Cumbria
Breedon on the Hill,Leicestershire
Rowardennan,Stirling
Flempton,Suffolk
Aberdeen,Aberdeen City
Llanfachraeth,Isle of Anglesey
Stanford on Avon,Northamptonshire
Ballingry,Fife
Holme next the Sea,Norfolk
Partington,Trafford
Drumclog,South Lanarkshire
Offwell,Devon
Claybrooke Parva,Leicestershire
Bobbing,Kent
Panteg,Pembrokeshire
Bankhead,Aberdeen City
Stoke Gifford,South Gloucestershire
Reepham,Norfolk
Birley,Herefordshire
Kilournan,Highland
Cushendall,Causeway Coast and Glens
Aghalee,"Armagh, Banbridge and Craigavon"
Bratton,Somerset
Spennithorne,North Yorkshire
Martinhoe,Devon
Kingskerswell,Devon
Carnbrea,Cornwall
Risley,Warrington
Collingtree,Northamptonshire
Snitter,Northumberland
Kinloch,Perth and Kinross
Threlkeld,Cumbria
Logie,Fife
Inkhorn,Aberdeenshire
Dinas Mawddwy,Gwynedd
Cropwell Butler,Nottinghamshire
Cleadale,Highland
Steeple Bumpstead,Essex
Potterspury,Northamptonshire
Ballochroy,Argyll and Bute
Steens Bridge,Herefordshire
Llanglydwen,Carmarthenshire
Bury,Bury
Llanfair-ar-y-bryn,Carmarthenshire
Nordelph,Norfolk
Port Bannatyne,Argyll and Bute
Tottington,Norfolk
Saxelby,Leicestershire
Templand,Dumfries and Galloway
Westhead,Lancashire
Colintraive,Argyll and Bute
West Ham,Newham
Torphins,Aberdeenshire
Whitwell,Hertfordshire
Rosemarket,Pembrokeshire
Geldeston,Norfolk
Little Paxton,Cambridgeshire
East Clandon,Surrey
Acle,Norfolk
West Down,Devon
Steeton,Bradford
Horningsham,Wiltshire
Ughill,Sheffield
Teffont Magna,Wiltshire
West Stockwith,Nottinghamshire
New Quay,Ceredigion
Aylestone,Leicester
North Leverton,Nottinghamshire
Aldwark,North Yorkshire
Adbaston,Staffordshire
Filey,North Yorkshire
Froxfield,Hampshire
Merrow,Surrey
Stow,Lincolnshire
Little Hinton,Swindon
Whitburn,West Lothian
Brigham,East Riding of Yorkshire
Mansfield Woodhouse,Nottinghamshire
Knowle,Solihull
Bowsden,Northumberland
Eccleshall,Staffordshire
Elgol,Highland
Verwick,Ceredigion
Hale,Cumbria
Mirfield,Kirklees
Low Eskcleth,North Yorkshire
Westerleigh,South Gloucestershire
Hesleden,Durham
Dunkeld,Perth and Kinross
Countesthorpe,Leicestershire
Great Orton,Cumbria
Over Compton,Dorset
Wheddon Cross,Somerset
Mitford,Northumberland
Thorpe,Surrey
Tintwistle,Derbyshire
Wennington,Lancashire
Stainton le Vale,Lincolnshire
Ham,Wiltshire
Broadwell,Oxfordshire
Kinmel,Denbighshire
Longford,Telford and Wrekin
Hucknall Torkard,Nottinghamshire
Kilmote,Highland
Listooder,"Newry, Mourne and Down"
Great Hallingbury,Essex
Houndwood,"Scottish Borders, The"
Roydon,Suffolk
Whitegate,Cheshire West and Chester
Chinnor,Oxfordshire
Newburgh,Fife
Walsden,Calderdale
Forgandenny,Perth and Kinross
Keldhead,Cumbria
Snape,Suffolk
Fain,Highland
Boroughbridge,North Yorkshire
Pren-gwyn,Ceredigion
Ford Green,Stoke-on-Trent
Airor,Highland
Melling,Sefton
Lackagh,Causeway Coast and Glens
Combe Martin,Devon
Essendon,Hertfordshire
North Kilworth,Leicestershire
Middle Chinnock,Somerset
Cropredy,Oxfordshire
Saint Mabyn,Cornwall
North Hykeham,Lincolnshire
Little Ryburgh,Norfolk
Chelwood,Bath and North East Somerset
Huntington,York
Great Rissington,Gloucestershire
Llanbadrig,Isle of Anglesey
Walkden,Salford
Horndean,"Scottish Borders, The"
Wadsley,Sheffield
Antrim,Antrim and Newtownabbey
Coleford,Gloucestershire
Dilhorne,Staffordshire
Drayton,Somerset
Molland,Devon
Deptford,Lewisham
Lympstone,Devon
Withycombe,Somerset
Steeple,Essex
Barri,"Vale of Glamorgan, The"
Ickenham,Hillingdon
Tarrant Gunville,Dorset
Rhigos,Rhondda Cynon Taff
South Perrott,Dorset
Revesby,Lincolnshire
Foyle Hill,Derry and Strabane
Maxstoke,Warwickshire
Rhyl,Denbighshire
Hempstead,Gloucestershire
Shide,Isle of Wight
Elmore,Gloucestershire
Ashington,West Sussex
Winchcomb,Gloucestershire
Stopsley,Luton
Selston,Nottinghamshire
West Alvington,Devon
Childs Ercall,Shropshire
Ballure,Argyll and Bute
Barton upon Humber,North Lincolnshire
Halford,Shropshire
Stoneleigh,Warwickshire
Parbold,Lancashire
Freshford,Bath and North East Somerset
Mendlesham,Suffolk
Weethley,Warwickshire
Llansaintfraed in Elvel,Powys
Heytesbury,Wiltshire
Glyn-Dyfrdwy,Denbighshire
Queen Camel,Somerset
Millers Dale,Derbyshire
Farnborough,Warwickshire
Draperstown,Mid Ulster
Lea,Lincolnshire
Bagillt,Flintshire
Humber,Herefordshire
Frithelstock,Devon
Old Romney,Kent
Long Bredy,Dorset
Turnberry,South Ayrshire
Mainstone,Shropshire
Tangley,Hampshire
Burton,Dorset
Llangattock Lingoed,Monmouthshire
Middlewich,Cheshire East
Birch,Rochdale
Oving,Buckinghamshire
Purton Stoke,Wiltshire
Loudwater,Buckinghamshire
Kinnernie,Aberdeenshire
Stron-fearnan,Perth and Kinross
Coppingford,Cambridgeshire
Caputh,Perth and Kinross
Summer Bridge,North Yorkshire
Walton upon Trent,Derbyshire
Llanwrin,Powys
Llandegwning,Gwynedd
Meerbrook,Staffordshire
East Stour,Dorset
Doveridge,Derbyshire
Uldale,Cumbria
Coity,Bridgend
Erlestoke,Wiltshire
Kilby,Leicestershire
Bramshaw,Hampshire
Langrick,Lincolnshire
Little Hucklow,Derbyshire
Scothern,Lincolnshire
Faxton,Northamptonshire
Morton,Lincolnshire
Beckington,Somerset
Little Bedwyn,Wiltshire
Dippin,North Ayrshire
Bettisfield,Wrexham
Auckley,Doncaster
Waltham,Kent
Corrykinloch,Highland
Lea Town,Lancashire
Westleigh,Devon
Manchester,Manchester
Meinciau,Carmarthenshire
Mitton,Staffordshire
Selworthy,Somerset
Stoke,Medway
Lockerbie,Dumfries and Galloway
New Bewick,Northumberland
Crathorne,North Yorkshire
Strachan,Aberdeenshire
Skenfrith,Herefordshire
Princes Risborough,Buckinghamshire
Saint Brides,Pembrokeshire
Llantrisant,Monmouthshire
Stoughton,Surrey
Ilfracombe,Devon
Felindre,Swansea
Manafon,Powys
Cross Foxes,Gwynedd
Finzean,Aberdeenshire
Sandness,Shetland Islands
East Bradenham,Norfolk
Blackrod,Bolton
Tadley,Hampshire
Walford,Shropshire
Mursley,Buckinghamshire
East Ravendale,North East Lincolnshire
Vigo,Worcestershire
Firsby,Lincolnshire
Bradenham,Buckinghamshire
Twyford,Hampshire
Whetstone,Barnet
Ardingly,West Sussex
Flaunden,Hertfordshire
Glen Anne,"Armagh, Banbridge and Craigavon"
New Channelkirk,"Scottish Borders, The"
Carrog,Denbighshire
Battlefield,Shropshire
Hay Mills,Birmingham
Wednesfield,Wolverhampton
Roxwell,Essex
Market Lavington,Wiltshire
Yelverton,Norfolk
Seaton Delaval,Northumberland
Cockayne Hatley,Central Bedfordshire
Kilmelfort,Argyll and Bute
The Mumbles,Swansea
Chwilog,Gwynedd
Keyingham,East Riding of Yorkshire
Walton,Peterborough
Cheriton Fitzpaine,Devon
Market Weston,Suffolk
Enterkinfoot,Dumfries and Galloway
Lake Side,Cumbria
Hadnall,Shropshire
Ince Blundell,Sefton
Upwell,Norfolk
Small Heath,Birmingham
Saughtree,"Scottish Borders, The"
Havant,Hampshire
Low Moorsley,Sunderland
Rufforth,York
Weston-super-Mare,North Somerset
Arbuthnott,Aberdeenshire
Inverie,Highland
Ardmenish,Argyll and Bute
East Haddon,Northamptonshire
Sidcup,Bexley
Outwell,Norfolk
Eglinton,Derry and Strabane
Winchmore Hill,Enfield
British,Antrim and Newtownabbey
Chryston,North Lanarkshire
Ashley,Cheshire East
West Stratton,Hampshire
Wortham,Suffolk
Cawsand,Cornwall
Boston,Lincolnshire
Kingsbury Episcopi,Somerset
Forter,Angus
Dunston,Lincolnshire
South Littleton,Worcestershire
Yarrow,"Scottish Borders, The"
Earley,Wokingham
Loughor,Swansea
Pollachar,Eilean Siar
Great Wishford,Wiltshire
Standon,Staffordshire
Bonchester Bridge,"Scottish Borders, The"
Llandderfel,Gwynedd
Bryn,Neath Port Talbot
South Newton,Wiltshire
Stoupe Brow,North Yorkshire
Camelford,Cornwall
Overton,Wrexham
Achmore,Highland
Dolbenmaen,Gwynedd
Little Amwell,Hertfordshire
Kirkcudbright,Dumfries and Galloway
Kingsbarns,Fife
Waenfawr,Gwynedd
Littlehampton,West Sussex
Causewayhead,Stirling
Hockwold cum Wilton,Norfolk
Saint Erth,Cornwall
Bentley,East Riding of Yorkshire
Bankend,South Lanarkshire
Great Coates,North East Lincolnshire
Hickleton,Doncaster
Braithwaite,Cumbria
Filgrave,Milton Keynes
Denton,Northamptonshire
Goxhill,East Riding of Yorkshire
Hesketh Bank,Lancashire
Tirley,Gloucestershire
Invermoriston,Highland
Llanstephan,Powys
North Crawley,Milton Keynes
Stanford,Norfolk
Ringway,Manchester
Huddersfield,Kirklees
Dalbeg,Highland
The Trench,Antrim and Newtownabbey
Standlake,Oxfordshire
Buckminster,Leicestershire
Broughton,"Scottish Borders, The"
Balquhidder,Stirling
Banchory,Aberdeenshire
Ash Vale,Surrey
Brafferton,North Yorkshire
Chewton Mendip,Somerset
Hynish,Argyll and Bute
Shipston on Stour,Warwickshire
Lochgelly,Fife
Sherfield English,Hampshire
Mannel,Argyll and Bute
Broadford,Highland
Hildenborough,Kent
Thorpe Constantine,Warwickshire
Winfarthing,Norfolk
Bempton,East Riding of Yorkshire
Croughton,Northamptonshire
South Kessock,Highland
Long Crendon,Buckinghamshire
Slateford,"Edinburgh, City of"
Mendham,Suffolk
Kenyon,Warrington
Brompton Regis,Somerset
Pont Newydd,Powys
Llanyblodwel,Powys
Bessingby,East Riding of Yorkshire
Kinghorn,Fife
Blackwatertown,"Armagh, Banbridge and Craigavon"
Long Lawford,Warwickshire
Tilton,Leicestershire
Antingham,Norfolk
Court Henry,Carmarthenshire
Middleton,Essex
Morriston,Swansea
Belleek,"Newry, Mourne and Down"
Clifton Hampden,Oxfordshire
Cote Brook,Cheshire West and Chester
Churchstow,Devon
Tempo,Fermanagh and Omagh
Gillespie,Dumfries and Galloway
Glapthorn,Northamptonshire
Bridgend,Argyll and Bute
Hexton,Hertfordshire
Church Langton,Leicestershire
Coldridge,Devon
Backmuir of New Gilston,Fife
Staffordstown,Antrim and Newtownabbey
Sacomb,Hertfordshire
Felbrigg,Norfolk
Bethersden,Kent
Llancillo,Herefordshire
Loughton,Shropshire
Bradley in the Moors,Staffordshire
Brentwood,Essex
Arthingworth,Northamptonshire
Phillack,Cornwall
Cadnam,Hampshire
Kilmeston,Hampshire
Llandudno,Conwy
Cinderford,Gloucestershire
Scurlage,Swansea
Harrietsham,Kent
Putley,Herefordshire
Pembroke,Pembrokeshire
Hose,Leicestershire
West Lydford,Somerset
Minwear,Pembrokeshire
Silk Willoughby,Lincolnshire
Whitecroft,Gloucestershire
Southwick,Wiltshire
Orby,Lincolnshire
Shalford,Essex
Cresswell,Northumberland
East Wittering,West Sussex
Dean,Devon
Luddenden Foot,Calderdale
Sarn,Gwynedd
Auldearn,Highland
Annaghmore,"Armagh, Banbridge and Craigavon"
Ardshealach,Highland
Mevagissey,Cornwall
Hartlepool,Hartlepool
Abergwesyn,Powys
Auchnagatt,Aberdeenshire
Wimborne Minster,Dorset
Killeague,Causeway Coast and Glens
Andover,Hampshire
South Mimms,Hertfordshire
Bromfield,Kent
West Felton,Shropshire
Claydon,Suffolk
Newnham,Hertfordshire
Hugglescote,Leicestershire
Gelli,Pembrokeshire
New Delph,Oldham
Pitlessie,Fife
Willingale Doe,Essex
Burton in Lonsdale,North Yorkshire
Reedness,East Riding of Yorkshire
Kingstown,Cumbria
Stoney Stanton,Leicestershire
Folksworth,Cambridgeshire
Morley,Leeds
Scorrier,Cornwall
Portinnisherrich,Argyll and Bute
Llangolman,Pembrokeshire
Bicknacre,Essex
Cheswardine,Shropshire
Brooke,Norfolk
Rhos-on-Sea,Conwy
Cumnor,Oxfordshire
Polbain,Highland
Shieldaig,Highland
Gwyddgrug,Carmarthenshire
Radway Green,Cheshire East
Newarthill,North Lanarkshire
Lochaline,Highland
Tilbury,Thurrock
Llantwit Fardre,Rhondda Cynon Taff
Skirling,"Scottish Borders, The"
Corfe Castle,Dorset
Newport Pagnell,Milton Keynes
Jodrell Bank,Cheshire East
Derryork,Causeway Coast and Glens
Port nan Long,Eilean Siar
Ingbirchworth,Barnsley
Tarring Neville,East Sussex
Iden,East Sussex
Rudgwick,West Sussex
Chatterley,Staffordshire
Ribbesford,Worcestershire
Marston Moretaine,Central Bedfordshire
Killylea,"Armagh, Banbridge and Craigavon"
Langford,Essex
Llanenddwyn,Gwynedd
Llanrug,Gwynedd
Martin,Hampshire
Cox Green,Sunderland
Swanton Abbot,Norfolk
Redmoss,Aberdeen City
Invernaver,Highland
Staple Cross,East Sussex
Seven Sisters,Neath Port Talbot
East Meon,Hampshire
Cherhill,Wiltshire
Brynberian,Pembrokeshire
Timberscombe,Somerset
Belton,North Lincolnshire
Weston,Nottinghamshire
Square and Compass,Pembrokeshire
Stapleford,Lincolnshire
Thornham,Norfolk
Budleigh Salterton,Devon
Dalwood,Devon
Crawley,Hampshire
Roffey,West Sussex
Cookstown,Mid Ulster
Stanton Fitzwarren,Swindon
Alrewas,Staffordshire
Bridgend,Aberdeenshire
Woodham Ferrers,Essex
Hockworthy,Devon
Pilsley,Derbyshire
Easington,Durham
Lumphanan,Aberdeenshire
Upper Langwith,Derbyshire
Midgham,West Berkshire
Brampton en le Morthen,Rotherham
Meidrim,Carmarthenshire
Great Givendale,East Riding of Yorkshire
Sutton Mallet,Somerset
Parton,Cumbria
Brailsford,Derbyshire
Blackwater,Hampshire
Portree,Highland
Kirktown of Slains,Aberdeenshire
Baugh,Argyll and Bute
Titley,Herefordshire
Upholland,Lancashire
Norton Canon,Herefordshire
Linton,Derbyshire
West Knoyle,Wiltshire
Bridgefoot,Cumbria
Kells,Mid and East Antrim
Welwyn Garden City,Hertfordshire
Moniaive,Dumfries and Galloway
Myddfai,Carmarthenshire
Redbourn,Hertfordshire
Blackburn,Rotherham
New Buildings,Derry and Strabane
Haugh of Glass,Moray
Thompson,Norfolk
Hollingbourne,Kent
Sway,Hampshire
Arinagour,Argyll and Bute
Bowhill,"Scottish Borders, The"
Diddington,Cambridgeshire
Shouldham Thorpe,Norfolk
Haven Street,Isle of Wight
Wainfleet All Saints,Lincolnshire
Corton,Suffolk
Belhelvie,Aberdeenshire
Carshalton,Sutton
Elsfield,Oxfordshire
Clapton in Gordano,North Somerset
Crofton,Wakefield
Llanfihangel-Nant-Bran,Powys
Wold Newton,North East Lincolnshire
Drumaroad,"Newry, Mourne and Down"
Bowmore,Argyll and Bute
Boarstall,Buckinghamshire
Ebberston,North Yorkshire
Hookwood,Surrey
Dunans,Argyll and Bute
Greetland,Calderdale
Withcote,Leicestershire
Hockliffe,Central Bedfordshire
Brayton,North Yorkshire
Tollcross,Glasgow City
Kilmersdon,Somerset
Brown Moss Side,Lancashire
Thurlestone,Devon
Wellington,Herefordshire
Tweedmouth,Northumberland
Friston,East Sussex
Gortenfern,Highland
Michaelstow,Cornwall
Westerdale,North Yorkshire
Gautby,Lincolnshire
Heriot,"Scottish Borders, The"
Oritor,Mid Ulster
Middleton,Rochdale
Barnwell,Northamptonshire
Withiel,Cornwall
Welton,Cumbria
Middleton Tyas,North Yorkshire
Stanion,Northamptonshire
Copdock,Suffolk
Doncaster,Doncaster
Godstone,Surrey
Okeover,Staffordshire
Pentridge,Dorset
Barrmill,North Ayrshire
Great Braxted,Essex
Auchterarder,Perth and Kinross
Eglingham,Northumberland
Normanby,Lincolnshire
Lintalee,"Scottish Borders, The"
Ebbw Vale,Blaenau Gwent
Bentley,Hampshire
Harworth,Nottinghamshire
Bootle,Cumbria
Methil,Fife
Garynahine,Eilean Siar
Georgeham,Devon
Totmonslow,Staffordshire
Lairg,Highland
Sandleheath,Hampshire
Aberhafesp,Powys
Saint Breward,Cornwall
Braybrooke,Northamptonshire
Appletreewick,North Yorkshire
Wall,Northumberland
Sands,Buckinghamshire
Grateley,Hampshire
Gooderstone,Norfolk
Bishops Tawton,Devon
Mereworth,Kent
binbrook,Lincolnshire
Lislap,Fermanagh and Omagh
Clavering,Essex
Skinningrove,Redcar and Cleveland
Warminster,Wiltshire
Fulford,Staffordshire
Arkholme,Lancashire
Denford,Northamptonshire
Stoke Holy Cross,Norfolk
Dulsie,Highland
Chapelhall,North Lanarkshire
Loftus,Redcar and Cleveland
Saint Hilary,"Vale of Glamorgan, The"
Bridge of Allan,Stirling
Greensted,Essex
Timperley,Trafford
Gairloch,Highland
Curry Rivel,Somerset
Penmon,Isle of Anglesey
Norbury,Derbyshire
Ferndale,Rhondda Cynon Taff
Eriswell,Suffolk
Thorganby,Lincolnshire
Clunie,Aberdeenshire
Washford,Somerset
Darlington,Devon
Sangobeg,Highland
Careby,Lincolnshire
Thursley,Surrey
Llananno,Powys
Hurcot,Somerset
Stretton under Fosse,Warwickshire
Allanfearn,Highland
Hardenhuish,Wiltshire
Kilmore,"Newry, Mourne and Down"
Goldhanger,Essex
Belle Vue,Cumbria
Harefield,Hillingdon
Tal-y-Cafn,Conwy
Saint Clears,Carmarthenshire
Neen Savage,Shropshire
Camasunary,Highland
Dyce,Aberdeen City
Garlogie,Aberdeenshire
Ramsgill,North Yorkshire
Newbottle,Sunderland
Fenngreen,Shropshire
Thomas Chapel,Pembrokeshire
Bolton,East Lothian
Clogh Mills,Causeway Coast and Glens
Hook,Hampshire
Langley Marsh,Somerset
Cockburnspath,Northumberland
Ballynacanon,Causeway Coast and Glens
Goulsby,Lincolnshire
Waltham Saint Lawrence,Windsor and Maidenhead
Medmenham,Buckinghamshire
Shottery,Warwickshire
Llanfairfechan,Conwy
Rishangles,Suffolk
Urray,Highland
Sidestrand,Norfolk
North Ferriby,East Riding of Yorkshire
Little Forter,Angus
Kirkmichael,Perth and Kinross
Tynemouth,North Tyneside
Otter Ferry,Argyll and Bute
Stuston,Suffolk
Warkworth,Northumberland
Ballynure,Antrim and Newtownabbey
Griffithstown,Torfaen
New Luce,Dumfries and Galloway
Aslacton,Norfolk
Kintail,Highland
East Malling,Kent
Rearsby,Leicestershire
Uffington,Lincolnshire
Debenham,Suffolk
Aber-Bran,Powys
Brampton,Cambridgeshire
Seascale,Cumbria
Poulton le Fylde,Lancashire
Calstock,Devon
Orton Waterville,Peterborough
Hayle,Cornwall
Stainforth,North Yorkshire
Trefriw,Conwy
Watford,Northamptonshire
Lasborough,Gloucestershire
Priesthaugh,"Scottish Borders, The"
Chillington,Somerset
Rylstone,North Yorkshire
Balloch,West Dunbartonshire
Oakengates,Telford and Wrekin
Wicken,Cambridgeshire
Ardkeen,Ards and North Down
Papworth Everard,Cambridgeshire
Lamarsh,Essex
Dinnington,Rotherham
Sibson,Leicestershire
Girvan,South Ayrshire
Henstead,Suffolk
Rede,Suffolk
Newton Morrell,North Yorkshire
Stanhope,Durham
Brean,Somerset
Groombridge,East Sussex
Humberston,North East Lincolnshire
Tillyfourie,Aberdeenshire
Torrisholme,Lancashire
Studley,Wiltshire
Dinton,Buckinghamshire
Wigginton,Oxfordshire
Pen-y-cae,Powys
Portaferry,Ards and North Down
Bellaghy,Mid Ulster
Dean Prior,Devon
Offton,Suffolk
East Langton,Leicestershire
Mulvin,Derry and Strabane
Kilskeery,Fermanagh and Omagh
Allgreave,Cheshire East
Warleggan,Cornwall
Balaruminmore,Argyll and Bute
Marchington,Staffordshire
Willoughby,Warwickshire
Overton,Lancashire
Camrie,Dumfries and Galloway
Highgate,Powys
Wool,Dorset
Marsh Gibbon,Buckinghamshire
Drem,East Lothian
Etton,East Riding of Yorkshire
Kirk of Shotts,North Lanarkshire
Llanrwst,Conwy
Saint John Beckermet,Cumbria
Lisnacree,"Newry, Mourne and Down"
Melvich,Highland
Desborough,Northamptonshire
Lumsden,Aberdeenshire
Delabole,Cornwall
Saint Margaret's at Cliffe,Kent
Great Blakenham,Suffolk
Great Singleton,Lancashire
Swanley Junction,Kent
Priston,Bath and North East Somerset
Sopworth,Wiltshire
Moreton Pinkney,Northamptonshire
Whalton,Northumberland
North Coates,Lincolnshire
Six Mile Cross,Fermanagh and Omagh
Ackergill,Highland
Wilcott,Shropshire
Great Bricett,Suffolk
Marston,Lincolnshire
Grantham,Lincolnshire
Frodingham,North Lincolnshire
Cambusnethan,North Lanarkshire
Gillingham,Dorset
Breamore,Hampshire
Wolford,Warwickshire
